idx,count
1640,0
1641,0
1642,0
1643,1
1644,0
1645,0
1646,1
1647,1
1648,1
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,1
1656,1
1657,0
1658,0
1659,0
1660,1
1661,0
1662,0
1663,0
1664,0
1665,0
1666,0
1667,1
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,1
1675,0
1676,1
1677,2
1678,0
1679,0
1680,0
1681,0
1682,1
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,1
1690,0
1691,0
1692,0
1693,0
1694,0
1695,1
1696,1
1697,1
1698,1
1699,2
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1
1707,0
1708,1
1709,0
1710,2
1711,0
1712,1
1713,1
1714,2
1715,1
1716,2
1717,0
1718,2
1719,0
1720,0
1721,1
1722,0
1723,2
1724,1
1725,0
1726,1
1727,0
1728,1
1729,2
1730,1
1731,0
1732,0
1733,1
1734,1
1735,0
1736,0
1737,0
1738,2
1739,0
1740,0
1741,0
1742,0
1743,0
1744,1
1745,0
1746,1
1747,0
1748,2
1749,0
1750,0
1751,0
1752,1
1753,1
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,1
1763,0
1764,0
1765,1
1766,0
1767,3
1768,0
1769,0
1770,3
1771,2
1772,0
1773,0
1774,0
1775,0
1776,1
1777,0
1778,1
1779,1
1780,0
1781,0
1782,0
1783,0
1784,0
1785,0
1786,0
1787,2
1788,1
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,0
1796,1
1797,0
1798,1
1799,0
1800,1
1801,0
1802,1
1803,0
1804,0
1805,0
1806,0
1807,1
1808,0
1809,2
1810,0
1811,0
1812,0
1813,1
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,0
1822,1
1823,0
1824,1
1825,2
1826,0
1827,1
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,1
1837,0
1838,0
1839,0
1840,0
1841,0
1842,1
1843,1
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,1
1851,0
1852,1
1853,0
1854,0
1855,2
1856,0
1857,0
1858,0
1859,2
1860,0
1861,1
1862,0
1863,0
1864,0
1865,0
1866,0
1867,3
1868,0
1869,0
1870,0
1871,1
1872,1
1873,0
1874,0
1875,1
1876,0
1877,0
1878,0
1879,2
1880,0
1881,0
1882,0
1883,1
1884,0
1885,1
1886,1
1887,0
1888,0
1889,0
1890,0
1891,1
1892,1
1893,0
1894,1
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,1
1903,1
1904,0
1905,0
1906,0
1907,1
1908,0
1909,0
1910,2
1911,0
1912,1
1913,2
1914,0
1915,1
1916,1
1917,0
1918,1
1919,1
1920,0
1921,0
1922,0
1923,0
1924,1
1925,1
1926,0
1927,0
1928,1
1929,1
1930,0
1931,0
1932,2
1933,1
1934,0
1935,0
1936,1
1937,2
1938,0
1939,0
1940,1
1941,1
1942,2
1943,1
1944,0
1945,0
1946,1
1947,0
1948,0
1949,0
1950,1
1951,0
1952,0
1953,0
1954,0
1955,0
1956,0
1957,1
1958,1
1959,1
1960,0
1961,0
1962,0
1963,0
1964,0
1965,1
1966,1
1967,0
1968,0
1969,0
1970,0
1971,1
1972,0
1973,2
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,1
1983,1
1984,2
1985,0
1986,0
1987,1
1988,1
1989,0
1990,1
1991,0
1992,1
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,1
2002,0
2003,0
2004,0
2005,0
2006,1
2007,0
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,0
2015,0
2016,1
2017,2
2018,2
2019,0
2020,0
2021,1
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,1
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,1
2036,0
2037,0
2038,1
2039,0
2040,1
2041,0
2042,2
2043,0
2044,2
2045,1
2046,0
2047,2
2048,2
2049,1
2050,0
2051,1
2052,1
2053,1
2054,0
2055,1
2056,1
2057,0
2058,0
2059,0
2060,2
2061,0
2062,0
2063,1
2064,1
2065,0
2066,0
2067,1
2068,1
2069,0
2070,0
2071,1
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,1
2080,1
2081,1
2082,0
2083,0
2084,1
2085,0
2086,0
2087,0
2088,1
2089,0
2090,1
2091,0
2092,0
2093,0
2094,1
2095,0
2096,1
2097,0
2098,0
2099,1
2100,1
2101,1
2102,1
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,1
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,1
2117,0
2118,0
2119,0
2120,1
2121,2
2122,1
2123,1
2124,1
2125,1
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,1
2133,0
2134,1
2135,0
2136,2
2137,0
2138,0
2139,0
2140,0
2141,0
2142,1
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,1
2150,1
2151,0
2152,1
2153,0
2154,0
2155,0
2156,1
2157,2
2158,0
2159,1
2160,0
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,1
2173,0
2174,1
2175,1
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,1
2188,0
2189,0
2190,0
2191,1
2192,0
2193,0
2194,1
2195,1
2196,0
2197,1
2198,0
2199,0
2200,0
2201,1
2202,2
2203,0
2204,0
2205,0
2206,1
2207,1
2208,0
2209,0
2210,1
2211,1
2212,0
2213,1
2214,0
2215,0
2216,0
2217,1
2218,0
2219,1
2220,0
2221,1
2222,0
2223,1
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,1
2235,0
2236,0
2237,1
2238,0
2239,0
2240,0
2241,0
2242,0
2243,0
2244,0
2245,1
2246,0
2247,0
2248,0
2249,0
2250,1
2251,0
2252,0
2253,1
2254,1
2255,0
2256,0
2257,0
2258,0
2259,0
